trade_id,book,symbol,side,expiry,K,lots,lot,entry_ts,exit_ts,exit_reason,dte_entry,fill_source,hedge_frequency,hedge_underlying,ce_sym,pe_sym,ce_open_mid,pe_open_mid,ce_open_fill,pe_open_fill,ce_close_mid,pe_close_mid,straddle_open,straddle_close,pnl_opt,pnl_hedge,costs,pnl,iv_entry,rv_forecast,vrp_var,vrp_pts,rv_windows,sold_var,path_real_var,remaining_var,notes
index-long-NIFTY-2026072910-2026-08-11,index,NIFTY,long,2026-08-11,24300.0,66,65,2026-07-29 10:00:00,2026-08-05 10:00:00,weekly_roll,13,mid+slip/mid+slip,1h,spot_as_fut_proxy,NSE-NIFTY-11Aug26-24300-CE,NSE-NIFTY-11Aug26-24300-PE,362.0,290.9,363.80999999999995,292.3545,362.0,290.9,656.1644999999999,649.6355,-28009.409999999498,-439747.1451478818,49015.44241442626,-516771.9975623076,0.10559720259610447,0.11902253809061526,-0.0030155953774092265,-1.342533549451079,"5,20,60",0.00040387511062844715,0.00022074268587515342,0.00018313242475329373,"ATM-F K=24300.00 long lots=66 hedge=1h/spot_as_fut_proxy windows=[5, 20, 60]"
stock-long-TCS-2026071310-2026-08-25,stock,TCS,long,2026-08-25,2140.0,1,175,2026-07-13 10:00:00,2026-08-07 09:00:00,variance_harvest,43,mid+slip/mid+slip,1h,TCS_spot_proxy,NSE-TCS-25Aug26-2140-CE,NSE-TCS-25Aug26-2140-PE,68.75,86.0,69.09374999999999,86.42999999999999,135.0,31.65,155.52374999999998,165.81674999999998,1801.275000000001,-27054.112917932463,256.0721974310257,-25508.910115363487,0.2545142863895726,0.394620745606502,-0.09094801088663819,-14.010645921692944,"5,20,60",0.00766674413079034,0.008012744896074607,-0.00034600076528426733,"ATM-F K=2140.00 long lots=1 hedge=1h/TCS_spot_proxy windows=[5, 20, 60]"
stock-long-BAJFINANCE-2026072810-2026-08-25,stock,BAJFINANCE,long,2026-08-25,1040.0,4,125,2026-07-28 10:00:00,2026-08-07 09:00:00,variance_harvest,28,mid+slip/mid+slip,1h,BAJFINANCE_spot_proxy,NSE-BAJFINANCE-25Aug26-1040-CE,NSE-BAJFINANCE-25Aug26-1040-PE,38.65,28.9,38.84325,29.044499999999996,109.7,2.8,67.88775,111.9375,22024.875,4935.170156195203,293.9893314907001,26666.055824704505,0.2900676662017383,0.3008018655657626,-0.0063425113521200505,-1.073419936402431,"5,20,60",0.006502891003428288,0.0072675586472553295,-0.0007646676438270413,"ATM-F K=1040.00 long lots=4 hedge=1h/BAJFINANCE_spot_proxy windows=[5, 20, 60]"
index-short-NIFTY-2026080610-2026-08-18,index,NIFTY,short,2026-08-18,24650.0,13,65,2026-08-06 10:00:00,2026-08-12 14:00:00,iv_crush,12,mid+slip/mid+slip,1h,spot_as_fut_proxy,NSE-NIFTY-18Aug26-24650-CE,NSE-NIFTY-18Aug26-24650-PE,223.0,180.55,221.885,179.64725,75.3,228.75,401.53225,305.57025,81087.88999999998,13434.776387345126,5666.759333188505,88855.90705415662,0.12252418159080042,0.1165216689303096,0.001434875744190758,0.6002512660490816,"5,20,60",0.0005026321451476627,7.336600559319866e-05,0.00042926613955446405,"ATM-F K=24650.00 short lots=13 hedge=1h/spot_as_fut_proxy windows=[5, 20, 60]"
stock-long-HDFCBANK-2026072010-2026-08-25,stock,HDFCBANK,long,2026-08-25,780.0,1,550,2026-07-20 10:00:00,2026-08-14 13:00:00,iv_crush_stop,36,mid+slip/mid+slip,1h,HDFCBANK_spot_proxy,NSE-HDFCBANK-25Aug26-780-CE,NSE-HDFCBANK-25Aug26-780-PE,25.45,20.25,25.577249999999996,20.351249999999997,7.8,41.35,45.92849999999999,48.904250000000005,1636.6625000000067,-6646.611623632301,240.85140800789168,-5250.800531640187,0.2375886153615191,0.3334507404495624,-0.05474104615695757,-9.586212508804332,"5,20,60",0.005599114813473268,0.00142763472383088,0.004171480089642387,"ATM-F K=780.00 long lots=1 hedge=1h/HDFCBANK_spot_proxy windows=[5, 20, 60]"
stock-short-AXISBANK-2026072910-2026-08-25,stock,AXISBANK,short,2026-08-25,1220.0,1,625,2026-07-29 10:00:00,2026-08-14 13:00:00,iv_crush,27,mid+slip/mid+slip,1h,AXISBANK_spot_proxy,NSE-AXISBANK-25Aug26-1220-CE,NSE-AXISBANK-25Aug26-1220-PE,31.85,23.65,31.69075,23.53175,14.621755656920982,15.428223800729825,55.2225,30.200229354939054,15638.91915316309,-9775.838883968581,444.2103913480442,5418.869877846464,0.20844343228085316,0.19729994007632431,0.004521398106901449,1.1143492204528842,"5,20,60",0.0032390716661280265,0.001535289586328076,0.0017037820797999505,"ATM-F K=1220.00 short lots=1 hedge=1h/AXISBANK_spot_proxy windows=[5, 20, 60]"
stock-short-KOTAKBANK-2026072810-2026-08-25,stock,KOTAKBANK,short,2026-08-25,390.0,1,400,2026-07-28 10:00:00,2026-08-14 14:00:00,iv_crush,28,mid+slip/mid+slip,1h,KOTAKBANK_spot_proxy,NSE-KOTAKBANK-25Aug26-390-CE,NSE-KOTAKBANK-25Aug26-390-PE,7.2,9.9,7.164,9.8505,7.2,3.2,17.014499999999998,10.452,2624.999999999999,-1704.0202989375473,107.04016802662133,813.9395330358304,0.2104966792604464,0.20184370732006734,0.003567969794966236,0.8652971940379062,"5,20,60",0.0034245091508361826,0.0013273046890376777,0.002097204461798505,"ATM-F K=390.00 short lots=1 hedge=1h/KOTAKBANK_spot_proxy windows=[5, 20, 60]"
stock-short-INFY-2026072010-2026-08-25,stock,INFY,short,2026-08-25,1100.0,1,400,2026-07-20 10:00:00,2026-08-18 10:00:00,monthly_roll,36,mid+slip/mid+slip,1h,INFY_spot_proxy,NSE-INFY-25Aug26-1100-CE,NSE-INFY-25Aug26-1100-PE,41.05,51.5,40.84475,51.2425,26.5,44.2,92.08725,71.0535,8413.5,-22834.28779261587,408.92793915681557,-14829.715731772685,0.37138309930806074,0.2962893978612924,0.05013799916665369,7.5093701446768355,"5,20,60",0.013680828303641247,0.009068956821228808,0.004611871482412438,"ATM-F K=1100.00 short lots=1 hedge=1h/INFY_spot_proxy windows=[5, 20, 60]"
stock-long-ITC-2026080310-2026-08-25,stock,ITC,long,2026-08-25,290.0,2,1600,2026-08-03 10:00:00,2026-08-18 10:00:00,monthly_roll,22,mid+slip/mid+slip,1h,ITC_spot_proxy,NSE-ITC-25Aug26-290-CE,NSE-ITC-25Aug26-290-PE,5.2,4.2,5.226,4.221,1.65,7.8,9.447,9.40275,-141.59999999999968,-24430.42143268726,505.042164707692,-25077.06359739495,0.1642979391327664,0.17889815132755535,-0.005010735745142679,-1.4600212194788935,"5,20,60",0.0016428472656339031,0.0008484057136184038,0.0007944415520154993,"ATM-F K=290.00 long lots=2 hedge=1h/ITC_spot_proxy windows=[5, 20, 60]"
stock-long-LT-2026080410-2026-08-25,stock,LT,long,2026-08-25,4000.0,1,175,2026-08-04 10:00:00,2026-08-18 10:00:00,monthly_roll,21,mid+slip/mid+slip,1h,LT_spot_proxy,NSE-LT-25Aug26-4000-CE,NSE-LT-25Aug26-4000-PE,90.35,56.25,90.80174999999998,56.53124999999999,83.85,15.95,147.33299999999997,99.30099999999999,-8405.599999999997,3601.6647053068114,359.07214068096147,-5163.007435374147,0.18736690473440012,0.22201954352630665,-0.0141863207178798,-3.4652638791906525,"5,20,60",0.0020404618852700785,0.0010989201843618498,0.0009415417009082288,"ATM-F K=4000.00 long lots=1 hedge=1h/LT_spot_proxy windows=[5, 20, 60]"
index-short-NIFTY-2026081410-2026-08-25,index,NIFTY,short,2026-08-25,24350.0,20,65,2026-08-14 10:00:00,2026-08-21 10:00:00,weekly_roll,11,mid+slip/mid+slip,1h,spot_as_fut_proxy,NSE-NIFTY-25Aug26-24350-CE,NSE-NIFTY-25Aug26-24350-PE,177.55,153.75,176.66225,152.98125,70.15,212.0,329.6435,283.56075,59907.57500000004,-93606.54570125345,9565.547954173597,-43264.518655427004,0.08585224256874698,0.07971028772237539,0.001016877585299102,0.6141954846371589,"5,20,60",0.0002266003577259138,8.884915665436347e-05,0.00013775120107155034,"ATM-F K=24350.00 short lots=20 hedge=1h/spot_as_fut_proxy windows=[5, 20, 60]"
index-short-NIFTY-2026082410-2026-09-01,index,NIFTY,short,2026-09-01,24250.0,17,65,2026-08-24 10:00:00,2026-08-28 15:00:00,iv_crush,8,mid+slip/mid+slip,1h,spot_as_fut_proxy,NSE-NIFTY-01Sep26-24250-CE,NSE-NIFTY-01Sep26-24250-PE,165.5,117.2,164.67249999999999,116.614,71.7,94.05,281.2865,166.57874999999999,126752.06375,-84363.70798910194,9325.08965745307,33063.26610344499,0.1170946302612152,0.08213481220407809,0.006965025060211519,3.4959818057137104,"5,20,60",0.00030891542392335296,0.00011022836113351182,0.00019868706278984113,"ATM-F K=24250.00 short lots=17 hedge=1h/spot_as_fut_proxy windows=[5, 20, 60]"
stock-long-TCS-2026081810-2026-09-29,stock,TCS,long,2026-09-29,2300.0,1,175,2026-08-18 10:00:00,2026-08-31 15:00:00,iv_crush_stop,42,mid+slip/mid+slip,1h,TCS_spot_proxy,NSE-TCS-29Sep26-2300-CE,NSE-TCS-29Sep26-2300-PE,79.65,67.9,80.04825,68.23949999999999,81.8,41.0,148.28775,122.18599999999999,-4567.80625,407.13037479170225,232.97752411614334,-4393.65339932444,0.24373834735497757,0.35903321513130665,-0.06949646759618743,-11.529486777632908,"5,20,60",0.006868628237274553,0.002975385776483345,0.003893242460791208,"ATM-F K=2300.00 long lots=1 hedge=1h/TCS_spot_proxy windows=[5, 20, 60]"
stock-long-ITC-2026083110-2026-09-29,stock,ITC,long,2026-09-29,267.5,2,1600,2026-08-31 10:00:00,2026-09-01 12:00:00,variance_harvest,29,mid+slip/mid+slip,1h,ITC_spot_proxy,NSE-ITC-29Sep26-267.5-CE,NSE-ITC-29Sep26-267.5-PE,4.0,4.8,4.02,4.823999999999999,3.2,6.25,8.843999999999998,9.402750000000001,1788.000000000011,19643.379629446597,242.79132860134226,21188.588300845266,0.15519362937222347,0.24756464125572453,-0.03720318900235252,-9.237101188350106,"5,20,60",0.0019274094698040988,0.0019305619366211436,-3.1524668170448446e-06,"ATM-F K=267.50 long lots=2 hedge=1h/ITC_spot_proxy windows=[5, 20, 60]"
index-short-NIFTY-2026083110-2026-09-08,index,NIFTY,short,2026-09-08,24050.0,16,65,2026-08-31 10:00:00,2026-09-03 09:00:00,iv_crush,8,mid+slip/mid+slip,1h,spot_as_fut_proxy,NSE-NIFTY-08Sep26-24050-CE,NSE-NIFTY-08Sep26-24050-PE,177.2,128.1,176.314,127.45949999999999,110.0,106.25,303.7735,217.33124999999995,89899.94000000006,-100528.12055276538,6052.4818597532885,-16680.662412518606,0.1292969892753567,0.0772271485818402,0.010753678957590085,5.206984069351652,"5,20,60",0.00037665389100446754,0.00014967313915091593,0.0002269807518535516,"ATM-F K=24050.00 short lots=16 hedge=1h/spot_as_fut_proxy windows=[5, 20, 60]"
stock-short-HDFCBANK-2026081710-2026-09-29,stock,HDFCBANK,short,2026-09-29,730.0,1,550,2026-08-17 10:00:00,2026-09-03 15:00:00,iv_crush,43,mid+slip/mid+slip,1h,HDFCBANK_spot_proxy,NSE-HDFCBANK-29Sep26-730-CE,NSE-HDFCBANK-29Sep26-730-PE,24.3,22.2,24.1785,22.089,9.3,23.45,46.2675,32.91374999999999,7344.562500000003,-2937.267989378463,241.30243349006227,4165.992077131477,0.23467666210014998,0.13875647221876775,0.035819777151870305,9.592018988138223,"5,20,60",0.006518181419633871,0.0017516333951760618,0.004766548024457809,"ATM-F K=730.00 short lots=1 hedge=1h/HDFCBANK_spot_proxy windows=[5, 20, 60]"
stock-long-AXISBANK-2026082810-2026-09-29,stock,AXISBANK,long,2026-09-29,1280.0,1,625,2026-08-28 10:00:00,2026-09-08 11:00:00,variance_harvest,32,mid+slip/mid+slip,1h,AXISBANK_spot_proxy,NSE-AXISBANK-29Sep26-1280-CE,NSE-AXISBANK-29Sep26-1280-PE,25.6,46.0,25.727999999999998,46.23,25.6,46.0,71.958,71.242,-447.49999999999625,8760.907033540157,445.8929394537287,7867.514094086432,0.16154178257987462,0.17127407650073084,-0.003239061762094722,-0.9732293920856228,"5,20,60",0.0023026535142609025,0.0023094836948406457,-6.830180579743203e-06,"ATM-F K=1280.00 long lots=1 hedge=1h/AXISBANK_spot_proxy windows=[5, 20, 60]"
index-short-NIFTY-2026090910-2026-09-22,index,NIFTY,short,2026-09-22,23700.0,15,65,2026-09-09 10:00:00,2026-09-11 09:00:00,running_hot,13,mid+slip/mid+slip,1h,spot_as_fut_proxy,NSE-NIFTY-22Sep26-23700-CE,NSE-NIFTY-22Sep26-23700-PE,195.05,174.3,194.07475000000002,173.4285,195.05,174.3,367.50325000000004,371.19674999999995,-3601.162499999917,50252.91164035178,5707.128518952193,40944.62062139966,0.1037119335397894,0.08263065275584157,0.003928340383705225,2.108128078394783,"5,20,60",0.00038958275585709986,0.00012672179175099487,0.000262860964106105,"ATM-F K=23700.00 short lots=15 hedge=1h/spot_as_fut_proxy windows=[5, 20, 60]"
stock-long-BAJFINANCE-2026081910-2026-09-29,stock,BAJFINANCE,long,2026-09-29,1090.0,4,125,2026-08-19 10:00:00,2026-09-17 09:00:00,eod_flatten,41,mid+slip/mid+slip,1h,BAJFINANCE_spot_proxy,NSE-BAJFINANCE-29Sep26-1090-CE,NSE-BAJFINANCE-29Sep26-1090-PE,32.75,27.05,32.91374999999999,27.185249999999996,16.7,36.35,60.09899999999999,52.78475,-3657.1249999999936,-2283.9678728400086,422.4913994232447,-6363.584272263247,0.20550143339814525,0.2897356857395152,-0.041715928462254775,-8.423425234136994,"5,20,60",0.004766987830006965,0.003311567939138412,0.0014554198908685533,"ATM-F K=1090.00 long lots=4 hedge=1h/BAJFINANCE_spot_proxy windows=[5, 20, 60]"
stock-short-LT-2026081910-2026-09-29,stock,LT,short,2026-09-29,4050.0,1,175,2026-08-19 10:00:00,2026-09-17 09:00:00,eod_flatten,41,mid+slip/mid+slip,1h,LT_spot_proxy,NSE-LT-29Sep26-4050-CE,NSE-LT-29Sep26-4050-PE,109.0,89.65,108.455,89.20175,73.5,69.55,197.65675,143.76524999999998,9431.0125,6431.127510375139,640.3509376763034,15221.789072698837,0.1800392887138494,0.15267767182088884,0.009103674007941782,2.7361616892960545,"5,20,60",0.003658886259758457,0.002524156362968647,0.00113472989678981,"ATM-F K=4050.00 short lots=1 hedge=1h/LT_spot_proxy windows=[5, 20, 60]"
stock-long-INFY-2026082010-2026-09-29,stock,INFY,long,2026-09-29,1140.0,1,400,2026-08-20 10:00:00,2026-09-17 09:00:00,eod_flatten,40,mid+slip/mid+slip,1h,INFY_spot_proxy,NSE-INFY-29Sep26-1140-CE,NSE-INFY-29Sep26-1140-PE,43.4,37.0,43.617,37.184999999999995,10.05,62.15,80.80199999999999,71.839,-3585.1999999999975,3149.5122823893525,375.93491605220817,-811.6226336628531,0.27013571040478856,0.3032819279580105,-0.019006625790028084,-3.314621755322195,"5,20,60",0.008037385707923938,0.006797650209311475,0.0012397354986124626,"ATM-F K=1140.00 long lots=1 hedge=1h/INFY_spot_proxy windows=[5, 20, 60]"
stock-long-ICICIBANK-2026090110-2026-09-29,stock,ICICIBANK,long,2026-09-29,1440.0,1,700,2026-09-01 10:00:00,2026-09-17 09:00:00,eod_flatten,28,mid+slip/mid+slip,1h,ICICIBANK_spot_proxy,NSE-ICICIBANK-29Sep26-1440-CE,NSE-ICICIBANK-29Sep26-1440-PE,26.25,20.2,26.381249999999998,20.301,22.55,24.1,46.682249999999996,46.41675000000001,-185.84999999999212,-16589.079414899767,543.2894892085537,-17318.21890410831,0.14672781827188297,0.1897621320683118,-0.014480614112284698,-4.303431379642883,"5,20,60",0.0016639211925216857,0.001230175702553321,0.00043374548996836463,"ATM-F K=1440.00 long lots=1 hedge=1h/ICICIBANK_spot_proxy windows=[5, 20, 60]"
stock-long-ITC-2026090310-2026-09-29,stock,ITC,long,2026-09-29,267.5,2,1600,2026-09-03 10:00:00,2026-09-17 09:00:00,eod_flatten,26,mid+slip/mid+slip,1h,ITC_spot_proxy,NSE-ITC-29Sep26-267.5-CE,NSE-ITC-29Sep26-267.5-PE,3.2,6.25,3.2159999999999997,6.281249999999999,3.2,6.25,9.49725,9.402750000000001,-302.3999999999944,6107.664968768665,388.98647193537363,5416.278496833297,0.15902690146701498,0.33612377444459623,-0.08768963635668212,-17.709687297758126,"5,20,60",0.0018160820349225081,0.001040281897904115,0.000775800137018393,"ATM-F K=267.50 long lots=2 hedge=1h/ITC_spot_proxy windows=[5, 20, 60]"
stock-long-BHARTIARTL-2026090710-2026-09-29,stock,BHARTIARTL,long,2026-09-29,1840.0,1,475,2026-09-07 10:00:00,2026-09-17 09:00:00,eod_flatten,22,mid+slip/mid+slip,1h,BHARTIARTL_spot_proxy,NSE-BHARTIARTL-29Sep26-1840-CE,NSE-BHARTIARTL-29Sep26-1840-PE,32.0,19.7,32.16,19.798499999999997,18.5,19.7,51.958499999999994,38.009,-6626.012499999997,5950.089525864451,308.31741907921537,-984.2403932147611,0.15753615301530666,0.264574516935224,-0.045182035504645016,-10.703836391991734,"5,20,60",0.001510405050982311,0.0006644769017274203,0.0008459281492548908,"ATM-F K=1840.00 long lots=1 hedge=1h/BHARTIARTL_spot_proxy windows=[5, 20, 60]"
stock-long-TCS-2026090710-2026-09-29,stock,TCS,long,2026-09-29,2300.0,1,175,2026-09-07 10:00:00,2026-09-17 09:00:00,eod_flatten,22,mid+slip/mid+slip,1h,TCS_spot_proxy,NSE-TCS-29Sep26-2300-CE,NSE-TCS-29Sep26-2300-PE,49.1,59.35,49.345499999999994,59.64675,40.45,69.9,108.99224999999998,109.79825,141.05000000000203,2597.05753400372,196.46142402064248,2541.6461099830794,0.23861320761756327,0.24979014196768803,-0.00545885217469539,-1.1176934350124763,"5,20,60",0.0034651490109777376,0.0028032136396030005,0.0006619353713747372,"ATM-F K=2300.00 long lots=1 hedge=1h/TCS_spot_proxy windows=[5, 20, 60]"
index-short-NIFTY-2026091110-2026-09-22,index,NIFTY,short,2026-09-22,23350.0,17,65,2026-09-11 10:00:00,2026-09-17 09:00:00,eod_flatten,11,mid+slip/mid+slip,1h,spot_as_fut_proxy,NSE-NIFTY-22Sep26-23350-CE,NSE-NIFTY-22Sep26-23350-PE,168.4,197.6,167.558,196.612,102.05,128.6,364.16999999999996,231.80324999999993,146265.25875000004,-51653.12141305059,5536.363164008917,89075.77417294052,0.10642765778259156,0.08438544886053155,0.004205942361695036,2.2042208922060005,"5,20,60",0.0003482301036873522,8.668958022391126e-05,0.00026154052346344093,"ATM-F K=23350.00 short lots=17 hedge=1h/spot_as_fut_proxy windows=[5, 20, 60]"
stock-long-HDFCBANK-2026091510-2026-10-27,stock,HDFCBANK,long,2026-10-27,710.0,1,550,2026-09-15 10:00:00,2026-09-17 09:00:00,eod_flatten,42,mid+slip/mid+slip,1h,HDFCBANK_spot_proxy,NSE-HDFCBANK-27Oct26-710-CE,NSE-HDFCBANK-27Oct26-710-PE,30.2,15.0,30.350999999999996,15.075,27.7,16.55,45.425999999999995,44.02875,-768.4874999999959,-8.372911478096484,93.42332696547409,-870.2837384435664,0.21482510117556913,0.2242963005674031,-0.004159006353129317,-0.9471199391833968,"5,20,60",0.005335711467074752,0.00010151516906723362,0.005234196298007519,"ATM-F K=710.00 long lots=1 hedge=1h/HDFCBANK_spot_proxy windows=[5, 20, 60]"
